Date,BTC_vs_SPX,BTC_vs_VIX,BTC_vs_GOLD,BTC_vs_TLT,BTC_vs_DXY
2023-06-05,0.11078634155285513,-0.013105875347293617,0.28776233712775834,0.4110397933049325,0.3486245708383491
2023-06-06,0.1061883710164418,0.0031826318386022623,0.2460384887561295,0.3753617526046271,0.31990095781518085
2023-06-07,0.10205425054442463,0.01312524218015378,0.22031081013036996,0.34424080231190624,0.263974932271239
2023-06-08,0.09979429691111717,0.019772944873590513,0.19487645909621112,0.31904756937395296,0.24080615077055986
2023-06-09,0.09843040351299881,0.040761214466923164,0.14902412543113405,0.2961515418744644,0.21182634057954577
2023-06-10,0.10242285225593636,0.0538920783184603,0.11271212821134116,0.273374793366465,0.19167386972102812
2023-06-11,0.09763616008379772,0.05436770624141718,0.08365881547528915,0.25089145770363264,0.17954327420401886
2023-06-12,0.07944311496335442,0.0430612030711095,0.06853940778653494,0.23208024251640022,0.16991507423576113
2023-06-13,0.059423717849026614,0.023733453889087177,0.07767669696292062,0.22252627764023855,0.1730367736553267
2023-06-14,0.033839848215110144,0.0010399744330056508,0.08117765480494075,0.21227635472758552,0.17327124286108037
2023-06-15,0.0007110888463575906,-0.043011185096601484,0.09105960344419234,0.18977341953205867,0.2175397049126511
2023-06-16,-0.027845961930769863,-0.0736334622518038,0.08195728109336092,0.17182684332067447,0.2618031120533976
2023-06-17,-0.06187891659235738,-0.11881079965024786,0.09532768869394774,0.15948505317934916,0.3168176636478093
2023-06-18,-0.07199155959433204,-0.12508972706216615,0.08095978879668127,0.15374800530954805,0.33134056794629163
2023-06-19,-0.08378221237198975,-0.12990769809360866,0.05938645458700305,0.14600374851170728,0.34391886277011935
2023-06-20,-0.09521194119440311,-0.12336206638919268,0.023310353587075193,0.13306112677689086,0.3540862546099842
2023-06-21,-0.11397740204746014,-0.14607994547995862,-0.038093485092945197,0.11312538951119835,0.3447536117866252
2023-06-22,-0.15932447635677496,-0.18167585487327115,-0.10426182166486174,0.09592157483185688,0.3289501919303449
2023-06-23,-0.20017801040320046,-0.22018886337001464,-0.15026885968930548,0.08196878356819262,0.3403858715382531
2023-06-24,-0.23368756124190984,-0.25014449061183675,-0.19926589434907602,0.06932246052755797,0.3491888576599949
2023-06-25,-0.25023659163122536,-0.26525685230850116,-0.2364398027749233,0.06260309824912329,0.3582924397664273
2023-06-26,-0.26255969101214843,-0.26437303792205097,-0.27495582207987374,0.060446771597379545,0.35262277096321054
2023-06-27,-0.27001441002572024,-0.25790181983045934,-0.3055204163269152,0.055200482085404685,0.3413180647310461
2023-06-28,-0.2810368201556569,-0.2561731116190565,-0.3368001852644357,0.045696989685218424,0.33194530364760105
2023-06-29,-0.28721413712867444,-0.2588513523468384,-0.344343430527744,0.04310211722587325,0.3350476320829782
2023-06-30,-0.2927594529360804,-0.25348734658800626,-0.3502151841002411,0.03567296866424378,0.3272523556861155
2023-07-01,-0.3065674788143035,-0.2545626089350119,-0.3812399399764685,0.019041076650716575,0.32254289676123876
2023-07-02,-0.31427915819712704,-0.2509396745393372,-0.3987033100395636,0.0010214868712506552,0.31416197481815233
2023-07-03,-0.3243523829800399,-0.25201902181583113,-0.39336213891391225,-0.018738954752036446,0.31609398250550014
2023-07-04,-0.3578284079783799,-0.26727405858515063,-0.3971983193269563,-0.04324044296480646,0.3143545351734422
2023-07-05,-0.3953193692967269,-0.29087656799404205,-0.4094230196532403,-0.07388866402352791,0.31124008369104733
2023-07-06,-0.43587877730930025,-0.31733282605951846,-0.42397405015689094,-0.10136344892378621,0.3266804683580785
2023-07-07,-0.4755347756442297,-0.3432174431461568,-0.44145464006264884,-0.12970180166067527,0.34744107811694946
2023-07-08,-0.49389696118324844,-0.3497688278862155,-0.44278144161997535,-0.13679776921459924,0.35055748953751104
2023-07-09,-0.5105536574406333,-0.3541821251703544,-0.4419730448578307,-0.14116964014452144,0.3514374622314626
2023-07-10,-0.5051908826098099,-0.33409037940038067,-0.4042297631177928,-0.1378053891197769,0.33111375224357636
2023-07-11,-0.46266745045717206,-0.2659133820780069,-0.3257274384687937,-0.1297473750804381,0.30395392745490696
2023-07-12,-0.43553627793782995,-0.2314450371453146,-0.2635963596682133,-0.1265344527246368,0.15880231542930723
2023-07-13,-0.415285498433589,-0.20180891522861338,-0.21504449037874568,-0.12801529040798057,0.05904129446093518
2023-07-14,-0.39041348097155665,-0.17659169668503732,-0.18350595263206163,-0.11941924020222974,0.0010387993798701332
2023-07-15,-0.3677331565111078,-0.15110638875163493,-0.1496427459408212,-0.11130843908772617,-0.051245499056266644
2023-07-16,-0.3268563447832496,-0.10803667938056313,-0.10700585115949103,-0.0781313482416592,-0.10205735004536656
2023-07-17,-0.26875258494851145,-0.06603370967053561,-0.0586813853846656,-0.051830655790479976,-0.1387137000403293
2023-07-18,-0.21509450659445933,-0.020111851317741174,-0.015804343839509318,-0.023064507790155824,-0.16585506023477925
2023-07-19,-0.16183989915966493,0.023442764634642673,0.029958838194237877,0.026829592003254125,-0.19087147938826562
2023-07-20,-0.08926358661187829,0.08329297467698743,0.10258676708526951,0.0711374980501694,-0.2269466955943986
2023-07-21,-0.03119492767450448,0.13472154143750933,0.1657085225675768,0.0493917346483675,-0.26527333135915543
2023-07-22,0.035056286209178084,0.19644643413516938,0.22405474479725693,0.02312045335369358,-0.32237108464195424
2023-07-23,0.09458766332308348,0.24660400768725266,0.2596678801805591,-0.0013390139758991508,-0.36880815199493816
2023-07-24,0.11901241031512128,0.25588796168028555,0.28784298591047414,-0.031704002778406466,-0.4174769112106538
2023-07-25,0.1651806905335032,0.2782668132971,0.31863687493210985,-0.04294096922370432,-0.46671158208199587
2023-07-26,0.2233377054012357,0.3117590872213434,0.3562654914011411,-0.029577668667836187,-0.5203115374064174
2023-07-27,0.2669818421069103,0.32777762935610055,0.36540129258423476,-0.06450859434962557,-0.5607890110912269
2023-07-28,0.2986754087207687,0.3306257117493731,0.36246076277400857,-0.10128376599200979,-0.5984754577129551
2023-07-29,0.3283341116503905,0.3318451054944536,0.3682126247214353,-0.13815238478851066,-0.6376379659656615
2023-07-30,0.36265980292742156,0.3349216742612248,0.37313507672438534,-0.18401134885476533,-0.690196899194203
2023-07-31,0.4055810473416062,0.3636678312102316,0.38233815147772005,-0.23506749981852082,-0.7224594638873935
2023-08-01,0.46679450121504334,0.41191164556067106,0.39589109249306614,-0.2799871842025357,-0.7290607884988828
2023-08-02,0.5169383324067578,0.41185062985117776,0.39800030365573635,-0.3231261616612744,-0.6903592881662804
2023-08-03,0.5672800421769173,0.3981802423075407,0.38327484310818793,-0.4371603741213891,-0.6390987337945366
2023-08-04,0.5766011160243777,0.34190948104735824,0.32733202244974,-0.5141765234822302,-0.6031771803939158
2023-08-05,0.5545739210390336,0.26570961873534493,0.2614367017337433,-0.5483833464767933,-0.5613474579566912
2023-08-06,0.5319431896674909,0.1876254840537054,0.19977482827386134,-0.5708589412446368,-0.5167551968348388
2023-08-07,0.5005416983028901,0.09238092391502167,0.17654067593817488,-0.5918392168527918,-0.47507802512944747
2023-08-08,0.4702700228347875,0.012207393543636664,0.15156300104860085,-0.6034273858248743,-0.4428822044625351
2023-08-09,0.43455948017253593,-0.06509340612544047,0.12412169030560864,-0.6130841792540869,-0.40002520601234165
2023-08-10,0.3949927856807971,-0.1355013229715888,0.09516256200296862,-0.6183203541635133,-0.3572676653868672
2023-08-11,0.356798475798989,-0.21058453797326188,0.06431044413666828,-0.6235625543859283,-0.31590862818110954
2023-08-12,0.32604375358606297,-0.2625965125821522,0.034698308793515056,-0.6325451448709382,-0.27459972569914326
2023-08-13,0.2965486616994834,-0.3247994302606858,0.0062084472520237514,-0.6517000216021347,-0.21762913759169705
2023-08-14,0.2608180423062618,-0.3832203772184552,-0.023311348805996487,-0.6690470787924319,-0.18161779347006515
2023-08-15,0.18847248859195728,-0.4510189402742398,-0.053621204704314994,-0.6857952830914907,-0.13520369405789104
2023-08-16,0.1257348157276129,-0.49873914640810185,-0.05644600885490453,-0.6950136710258275,-0.0680828261346444
2023-08-17,0.111626037939633,-0.508480800046212,-0.08570519822956404,-0.6780913488471415,-0.07171731307210566
2023-08-18,0.09648502939602971,-0.5160423848897823,-0.11149790149777215,-0.655323082731019,-0.07871610711741875
2023-08-19,0.07964849851495452,-0.5357639881562668,-0.176964197248585,-0.6314016596691446,-0.08867698155251369
2023-08-20,0.05853222522666729,-0.5250706430180364,-0.24796907811742233,-0.6083976289491265,-0.08867539907767787
2023-08-21,0.10981023456571606,-0.5057945075961444,-0.2975833447971017,-0.5917264777806989,-0.08225697387156335
2023-08-22,0.1237595165219842,-0.5127948554363362,-0.3622939062878779,-0.583418843499326,-0.09368623095821366
2023-08-23,0.15269793862360187,-0.5183318767974557,-0.45147344198844297,-0.5676092054041653,-0.11255655686013842
2023-08-24,0.1897401660857513,-0.51477146935954,-0.5240669961286294,-0.5540518188012384,-0.1336699966694579
2023-08-25,0.2174000007073959,-0.4984122070405743,-0.5820510086485208,-0.5338747284638532,-0.1544205630495152
2023-08-26,0.22475349525074337,-0.48159022334033347,-0.6082749113805834,-0.5016969611218555,-0.1749177944475072
2023-08-27,0.23441033774651865,-0.4738225623586493,-0.610932647868171,-0.4617503449546177,-0.18936008102880134
2023-08-28,0.23821308078279035,-0.46726762732179566,-0.611613162446755,-0.4450546141673372,-0.20487697081754402
2023-08-29,0.28000432150842103,-0.4297827615640639,-0.6184539025984707,-0.41713474027438247,-0.24495744794671442
2023-08-30,0.31978744999770825,-0.3897461349320767,-0.6226727769026398,-0.41132182692680486,-0.277094825230858
2023-08-31,0.3780934414893746,-0.3351653195128431,-0.6153558721751483,-0.4013652773310359,-0.3064499403973778
2023-09-01,0.43166653313102943,-0.28103552670785664,-0.6059159370422577,-0.36396974167002494,-0.32039207037588224
2023-09-02,0.47680849341823117,-0.23226254577907868,-0.5923075241292841,-0.33009757799331596,-0.32896271847860736
2023-09-03,0.5271868049369278,-0.18549433815037117,-0.5807899031575917,-0.2983000324233504,-0.3287500913466957
2023-09-04,0.5529248477345318,-0.17737949739270778,-0.5782016099314883,-0.27809792131966843,-0.3292176987569736
2023-09-05,0.5707535980750609,-0.15856845149189272,-0.5783999630430436,-0.24829767067222527,-0.336322794301859
2023-09-06,0.5839624064671268,-0.14595566080598799,-0.589261160833914,-0.23336516138628335,-0.3454338369945514
2023-09-07,0.5973632852183967,-0.13351647325808236,-0.6000204087087129,-0.21873908893118518,-0.354571972097033
2023-09-08,0.605391927558661,-0.13356793147209345,-0.6015377528313511,-0.20942262696954939,-0.358811019868485
2023-09-09,0.6099650179094022,-0.165453136196388,-0.6192424327001693,-0.21860443575922953,-0.36143522478904117
2023-09-10,0.6153619260925567,-0.18348234079876297,-0.6336703020364013,-0.23418900064611664,-0.35451044482484945
2023-09-11,0.6191446782336042,-0.20122627143560698,-0.6453498221445939,-0.24587591700346326,-0.345732273789827
2023-09-12,0.6204611780277727,-0.21293518829663743,-0.6554425773014111,-0.2713022641845821,-0.3458024733634507
2023-09-13,0.6012837010561173,-0.23147860294858866,-0.6653794242040378,-0.2964713945032702,-0.35054265427809617
2023-09-14,0.5857482791861568,-0.25892377547882345,-0.675507732092139,-0.3194363958602277,-0.3490335122962809
2023-09-15,0.5884575125189684,-0.28066881090698903,-0.6852240482929788,-0.34061088141417095,-0.3454248076349839
2023-09-16,0.5887186412873429,-0.3058716734694684,-0.6892278116262606,-0.3612102870334567,-0.33887065743720596
2023-09-17,0.5857475882993902,-0.3324801083341259,-0.6935004300329881,-0.38775285797494047,-0.33090822873834297
2023-09-18,0.5807130114090268,-0.34238409966997935,-0.6765066771199574,-0.3866620242736703,-0.3267082254717215
2023-09-19,0.5737007063702974,-0.3503621470466508,-0.6583235763897667,-0.38790612521850987,-0.3220976718632685
2023-09-20,0.5791547831498938,-0.3421590705512176,-0.6221773055743824,-0.3581878268925568,-0.30547346907352835
2023-09-21,0.5693970308119195,-0.3616023892453084,-0.6191153109570353,-0.3597584617959579,-0.28322064611831077
2023-09-22,0.565543188987009,-0.37576378897574736,-0.6184115212541381,-0.3600588540506456,-0.27005494199994795
2023-09-23,0.5633614205956127,-0.39313815174681277,-0.6177890044020297,-0.3630583670792068,-0.2568438688358346
2023-09-24,0.5706382317740636,-0.4292312482326575,-0.6172291819175472,-0.37996130239650144,-0.2423854173145348
2023-09-25,0.5694192557603154,-0.44981521571527955,-0.6144178413403991,-0.3926552367065349,-0.2225182720309068
2023-09-26,0.5493897692872607,-0.4661739579891855,-0.6164248739915451,-0.4039475174360832,-0.2041668878401029
2023-09-27,0.527214857369156,-0.48472790187711945,-0.6214235573686312,-0.41470042680760116,-0.18728643243068352
2023-09-28,0.5034116290512256,-0.5027569638348117,-0.6221685924044632,-0.42606405098209527,-0.17727375635753687
2023-09-29,0.4828925309200438,-0.5203878876569737,-0.6217744713978608,-0.43900399460239864,-0.16692942729247656
2023-09-30,0.46879411512502317,-0.5538016920769279,-0.6273391927346623,-0.44615437894882964,-0.15827587283051173
2023-10-01,0.4482073899386693,-0.5594297549318107,-0.6221868097794594,-0.464203721940755,-0.14256356599178915
2023-10-02,0.42121673295235934,-0.5718638248176351,-0.6066852795090506,-0.4702788623953037,-0.13136598579087083
2023-10-03,0.3825412250897118,-0.5787349473553945,-0.5920027028329543,-0.4639519953044972,-0.10352686390754011
2023-10-04,0.3445944212179187,-0.5861414640400252,-0.5772874167264858,-0.4580937847099717,-0.06785352140057424
2023-10-05,0.3142745258449484,-0.5935962727503564,-0.5632351042888635,-0.4509827810767398,-0.03695764377083956
2023-10-06,0.27321027917561785,-0.5874828240563472,-0.555230656557553,-0.441941349883399,-0.004590880321789237
2023-10-07,0.2349605482302537,-0.5831436912659073,-0.5481167973301778,-0.4348048036584341,0.028315747782380298
2023-10-08,0.1971200587362879,-0.5799064808401245,-0.5436031871367872,-0.42988168139045435,0.052604767027190434
2023-10-09,0.15408772976958623,-0.5791117862906996,-0.5354668932146721,-0.4157560366792592,0.07788690978184808
2023-10-10,0.11357084434898983,-0.5739560932553125,-0.5299411191237874,-0.4043291881312006,0.10594842080476524
2023-10-11,0.08606711321191063,-0.5648483535778098,-0.5291275912338285,-0.395948020714834,0.13819189302032425
2023-10-12,0.038025782741557816,-0.5570803790942198,-0.532785058858813,-0.38332300748197345,0.17215458933469496
2023-10-13,-0.009906936252754035,-0.5538238654031507,-0.5016705158302505,-0.37361887526218107,0.2138263279902966
2023-10-14,-0.03608535746533443,-0.5428656420325076,-0.5000089808867891,-0.37398659464634754,0.22565921755774582
2023-10-15,-0.05868128584406595,-0.5425695320899794,-0.5219535405710322,-0.3892153744050135,0.18459127755460172
2023-10-16,-0.05560041352617388,-0.535163986492612,-0.48771728166128425,-0.37491419466894255,0.1860539737643172
2023-10-17,-0.050669528056098485,-0.5296743798112323,-0.46741520805583714,-0.3614078200773594,0.1914034987724619
2023-10-18,-0.04644521890633623,-0.5272125801450285,-0.4508943765198813,-0.35476582990202554,0.1961071975331582
2023-10-19,-0.04118061486140059,-0.5174294421670759,-0.43710696004293564,-0.3452992587422051,0.20183245052201343
2023-10-20,-0.032660980260470734,-0.49754198869284083,-0.4196510022622462,-0.32518812975643835,0.2130969536849765
2023-10-21,-0.03347848551480431,-0.4891819184270127,-0.41689753818530123,-0.320416102124908,0.2189783233838114
2023-10-22,-0.03754138184102144,-0.4846783063341208,-0.4157774948597285,-0.32243673431455566,0.23461823981556962
2023-10-23,-0.015701711088574696,-0.4117355373062217,-0.3426582906435357,-0.25160534026655557,0.25218684792741647
2023-10-24,0.0007600419685317406,-0.34535750738427307,-0.27972923506845615,-0.189382867226284,0.3081399460214983
2023-10-25,0.04421534418557111,-0.28495291478690915,-0.22980280990570734,-0.12769276349144376,0.3526038179114867
2023-10-26,0.07732512791634724,-0.23442312822446978,-0.18369187187193461,-0.06866822591423363,0.39185457537546475
2023-10-27,0.1069925380873427,-0.1892014096821921,-0.14536766489163655,-0.01720318051006646,0.43666747726687016
2023-10-28,0.12259267854024303,-0.14466518861746946,-0.0957106605435968,0.03719481261496372,0.5029353268451778
2023-10-29,0.12629786280195732,-0.10637674928618057,-0.052219727669614996,0.08176800054794559,0.549508107315215
2023-10-30,0.1409072493335247,-0.05946171192874093,-0.005502113804905411,0.13186612787298566,0.6051151596168143
2023-10-31,0.15400985715504764,-0.015361812726470945,0.040475809904867904,0.16384235945594317,0.632444213140484
2023-11-01,0.17473455535882496,0.030593179684841112,0.08681686991960325,0.19409622095068912,0.6494355163189496
2023-11-02,0.22191322658859744,0.06278623598993809,0.09543821777114361,0.22892357886232417,0.6859661960086945
2023-11-03,0.2848589867657027,0.11810767375240482,0.10585761462909694,0.2661978517259662,0.7065668832397684
2023-11-04,0.34653414493053647,0.16451347069579617,0.11208120349557134,0.29915084208061027,0.7188848234839438
2023-11-05,0.37696243897807125,0.17826899207757285,0.10178849288649365,0.30981844901280076,0.7179806132191507
2023-11-06,0.402841334509208,0.1891939503112384,0.09373323333657088,0.31913764917498877,0.7178488563500223
2023-11-07,0.423218865810041,0.19396198722236904,0.07569649989418159,0.3290857884585977,0.7185695384909271
2023-11-08,0.4404803786384165,0.18057913526363323,0.059043819921188234,0.3337953536106775,0.7215878030152492
2023-11-09,0.45505048042718954,0.1735677212198817,0.0431810682951795,0.3481889169134963,0.7232718992542005
2023-11-10,0.4741329520234397,0.1734294034946209,0.042432438159005215,0.3648162923632187,0.724153245901489
2023-11-11,0.498614593197698,0.17687167685410654,0.0462831236137164,0.39673681453993415,0.7271453469807035
2023-11-12,0.4902266659255251,0.216523675270722,0.07047490729170687,0.4097622389449553,0.6769618816641209
2023-11-13,0.48675163966840995,0.2700465666697086,0.09414165328648004,0.4289934121335678,0.6458091263692233
2023-11-14,0.48020710973048947,0.3170252519937164,0.11351729377326016,0.45931497247593805,0.5544521866156348
2023-11-15,0.5008939243457605,0.3431895421502738,0.1296390157861739,0.5013205265824096,0.5281895497162797
2023-11-16,0.5244880955086018,0.35407441147634083,0.14845482665310514,0.5496414048903042,0.5308092388681027
2023-11-17,0.5379057732724537,0.3282465827805625,0.14376927996152275,0.5677300818341029,0.5319982504935684
2023-11-18,0.5579430981253477,0.304526488665029,0.13911159705319326,0.5893977634707976,0.5333295489258091
2023-11-19,0.5364819403332005,0.23506605647201478,0.10375527333134993,0.5765733059310147,0.5310454941856879
2023-11-20,0.5190494346717291,0.18044856488249747,0.08152883288694107,0.5635251727017491,0.5267055324887983
2023-11-21,0.4943590014405349,0.10956338881523314,0.06181672284943484,0.5375451615049758,0.5296046673192245
2023-11-22,0.43117552691106137,0.027948076722439343,0.04060470807488321,0.48831956680029637,0.5347492475505095
2023-11-23,0.363006606898326,-0.0441041375420024,0.01777519237755284,0.4363880524877937,0.5299604033591221
2023-11-24,0.29720279562553287,-0.1083720199380945,-0.00788400500196868,0.3910958132872106,0.5246816160587181
2023-11-25,0.24357517935039144,-0.1533344680670799,-0.032116756250361415,0.3430343574861904,0.5180742405049837
2023-11-26,0.1923777461217718,-0.19118422463307658,-0.04598917902694893,0.28214155634876653,0.5086782609436437
2023-11-27,0.15096415006096656,-0.22212781110748092,-0.06097118894229013,0.22289236308099894,0.5011075673543438
2023-11-28,0.11117165863033483,-0.2504196875019975,-0.07207592899099415,0.148788335539123,0.49327748549353406
2023-11-29,0.06836189054326107,-0.2740224980724406,-0.08498329455605931,0.05387325073233226,0.48171973471454016
2023-11-30,0.009213665640072418,-0.29543543561648444,-0.11240485915667517,-0.030846061844942884,0.47023575662677264
2023-12-01,-0.0471554608342473,-0.3176557747698732,-0.13057578097445782,-0.11099402972520823,0.4630681870323034
2023-12-02,-0.08935746614116245,-0.3341893084862298,-0.14995942442671853,-0.1819589019269369,0.4538865026761738
2023-12-03,-0.12574316148623485,-0.3460708733108147,-0.17008499163226315,-0.23476168516460152,0.43775835082878645
2023-12-04,-0.18419286772047394,-0.3615962849196641,-0.1707010558688852,-0.2934374526610314,0.3946342522188487
2023-12-05,-0.20474456160908355,-0.36360926727099596,-0.16999407642200928,-0.33468123776945347,0.3613755480232921
2023-12-06,-0.19426934840610516,-0.34641403769634893,-0.1835495914421565,-0.35534559776360736,0.3362932355391863
2023-12-07,-0.1890382480532244,-0.3303146685405699,-0.20125439553544514,-0.3842135139635461,0.30791944742984884
2023-12-08,-0.17961960770925714,-0.3149628658392338,-0.2049328317273947,-0.38530211753707877,0.2779393303172961
2023-12-09,-0.17270792930453005,-0.30053094701527167,-0.21084251639567955,-0.3883635868551008,0.24713436449191908
2023-12-10,-0.1820274736174252,-0.3008730452618861,-0.22646448156527513,-0.3930317372983568,0.21096952955856352
2023-12-11,-0.20127272215288572,-0.3088453997900619,-0.2385269345757943,-0.3874629418152435,0.18288641190980337
2023-12-12,-0.20563099972584892,-0.28885043752232514,-0.19133582450340408,-0.36038600671077387,0.15788076844758547
2023-12-13,-0.21587871091717006,-0.2695952962998066,-0.133407971664034,-0.33366678628067464,0.13279966770119914
2023-12-14,-0.22714723192019529,-0.24782706633201718,-0.0656896495030757,-0.32398953943920844,0.09935059445713597
2023-12-15,-0.2450874844366711,-0.23526699382252164,-0.011740030577682505,-0.3100861418972313,0.08528241856102449
2023-12-16,-0.26158385523175887,-0.21958395092427757,0.02549850041139085,-0.2925630867032082,0.061920435435373705
2023-12-17,-0.27138207587473995,-0.20028963572340538,0.07870744817249462,-0.27182956599617586,0.029841064522156607
2023-12-18,-0.2786299015551641,-0.17285561060061336,0.12892818943843315,-0.23798406100857758,-0.002237089765850958
2023-12-19,-0.27765062989995803,-0.14926705068436694,0.17399306170170015,-0.2060729785735949,-0.028941509131659316
2023-12-20,-0.2686013655991359,-0.10710859873480792,0.23409635310804583,-0.16224658613736112,-0.07769406297889742
2023-12-21,-0.2567312064909776,-0.05090446293354037,0.2837767013024399,-0.11381216871599956,-0.17807557935148993
2023-12-22,-0.2619800378260581,-0.07319457232802927,0.287440876577733,-0.13865483799944864,-0.15547585722625148
2023-12-23,-0.26744640522633933,-0.0988497802432968,0.2916237002069487,-0.1657105552183322,-0.1366369775066215
2023-12-24,-0.27592061707231363,-0.11908241144036566,0.288664058659174,-0.19162253845347918,-0.12508434047640973
2023-12-25,-0.2809290362662482,-0.13766495828337277,0.28091599779754195,-0.20852510511265143,-0.10791042933493437
2023-12-26,-0.2883510654669214,-0.16322302937604705,0.27475283220441743,-0.235716474166208,-0.08718345500942047
2023-12-27,-0.29661929432866835,-0.19295992516785343,0.2679836092240738,-0.275823569232465,-0.06506405453570895
2023-12-28,-0.3010983870208279,-0.21887139225056934,0.26537045169934426,-0.2953909792438051,-0.044267029128411406
2023-12-29,-0.3096296604330354,-0.24938225150280818,0.2624162160261426,-0.3198041038022111,-0.0259610362127432
2023-12-30,-0.3144494031749075,-0.2739899227362405,0.26055093389910916,-0.3242283692324334,-0.017102922679440635
2023-12-31,-0.3074537289402624,-0.2876148574788362,0.26187784616991694,-0.29659572047365335,0.009485151237610512
2024-01-01,-0.3243342720852967,-0.31294609334682433,0.2794373769880267,-0.2975861332041894,0.030348995696442786
2024-01-02,-0.33923581980747913,-0.35179559826544277,0.30023108088258565,-0.2742730397280885,0.03979476859320246
2024-01-03,-0.3718989252858591,-0.40997442440369364,0.32001022977982696,-0.2594497243007911,0.04350244491617935
2024-01-04,-0.3899030026255166,-0.4436296784312857,0.3296148865073778,-0.24628400858648214,0.047331637228415775
2024-01-05,-0.40991635207964083,-0.48079297056784215,0.33735734998711286,-0.2366603470229361,0.05070106963587028
2024-01-06,-0.42378056844258505,-0.5130780917061099,0.3545682164541574,-0.2216172571250255,0.059717301015067635
2024-01-07,-0.4345976300574598,-0.5293364424092238,0.37738644796087734,-0.19462908510229474,0.0763565326149755
2024-01-08,-0.43996973323864796,-0.5361981870178668,0.3728932249306895,-0.21675924993184095,0.05102342507770031
2024-01-09,-0.4612075227183951,-0.5616212215592333,0.36096011369277314,-0.23613242729530462,0.03223026348197304
2024-01-10,-0.4891823088391342,-0.5936364701274202,0.34983371482877224,-0.25765600665988436,0.009431009011697375
2024-01-11,-0.41698241940041925,-0.5325089378375288,0.2878780135286501,-0.186139135038629,-0.01142681157074366
2024-01-12,-0.31580023427772075,-0.4170069971926563,0.2024069236286978,-0.1490892726266044,-0.13713712725288957
2024-01-13,-0.1906965019691401,-0.2998472356444523,0.11719339138085745,-0.12799449752750566,-0.12841736821122562
2024-01-14,-0.14150924257788483,-0.21901939253121627,0.04610766065603311,-0.13315267775810657,-0.14926910177919644
2024-01-15,-0.1349894036154538,-0.18106293823482872,0.006436519799097905,-0.16260644716087194,-0.19193550331241194
2024-01-16,-0.12363745354764391,-0.1087820363102143,-0.035110938217928316,-0.19663174961370264,-0.2032176777503928
2024-01-17,-0.10153767063936896,-0.012232596307360809,-0.06336670097629486,-0.2223412637348549,-0.20918924131634434
2024-01-18,-0.0673512089606498,0.09810682605775438,-0.08458681494131269,-0.25276327803669313,-0.21909530402322228
2024-01-19,-0.002710964820075403,0.20814062322113305,-0.10415906723282062,-0.27635878511977086,-0.2232451905438095
2024-01-20,0.036835787576922636,0.2792291947110719,-0.11358462167304219,-0.31440872093678507,-0.24312726229826606
2024-01-21,0.05252965808640138,0.31526753304764915,-0.11825386621434282,-0.3455302906951014,-0.2703673939510143
2024-01-22,0.06810440563358788,0.3511300987847631,-0.12375621437776155,-0.3765303142892178,-0.31265626424640924
2024-01-23,0.06893446986138055,0.37138112127556927,-0.1388461090753755,-0.4033788810563,-0.34274441050733123
2024-01-24,0.0672078622584463,0.3869456494667239,-0.1498749393848202,-0.4275446082052669,-0.36218378481790314
2024-01-25,0.06624960036168956,0.3993845827146921,-0.1598894075781497,-0.4490732303592181,-0.3796911242927971
2024-01-26,0.06734982380656881,0.4199804794699088,-0.17561305106567068,-0.4808115948225805,-0.40143848137514665
2024-01-27,0.06853253635318267,0.43891130612991824,-0.19060870016679646,-0.506601140357749,-0.42284597090900844
2024-01-28,0.06645213061985776,0.4376537179756617,-0.19288101248053158,-0.4994763128412067,-0.4235231834831185
2024-01-29,0.061363129941485024,0.4441755567084666,-0.20291489797211137,-0.5015752422748566,-0.43231312316399584
2024-01-30,0.05664441335565889,0.45259473684992124,-0.20774271910128767,-0.5069780360672967,-0.4446628848624715
2024-01-31,0.06424532813825129,0.46120075582100734,-0.21110554605398743,-0.5140567780064064,-0.46010134434287575
2024-02-01,0.021292801738760487,0.41711651682942036,-0.17188269191599392,-0.5073247907158708,-0.4385809659455632
2024-02-02,-0.015056837173579203,0.3831955454416253,-0.14506145853320296,-0.5168650387158172,-0.4295715475725031
2024-02-03,-0.07048517843394939,0.33425598121649813,-0.11148208951265046,-0.5246392575686025,-0.42067291016620834
2024-02-04,-0.15528333106966663,0.26492265006348503,-0.07249759988731999,-0.5308826444547943,-0.4188504752678604
2024-02-05,-0.2253137445878691,0.22135441429786215,-0.0288440752560996,-0.5382656021195524,-0.3896027406073129
2024-02-06,-0.28549143474666944,0.19388103040159257,0.029453883158089146,-0.5461660362008627,-0.362548222701748
2024-02-07,-0.34586131872290893,0.17256538355876966,0.09414763472772722,-0.5527731918134053,-0.33288205507822394
2024-02-08,-0.40353575227704097,0.16565490373129102,0.15087153559328814,-0.5599563969904815,-0.30591193905848063
2024-02-09,-0.44180805307649956,0.17230973741637873,0.1820240646650252,-0.5687326463245946,-0.28713429757670433
2024-02-10,-0.501928860792853,0.1685707414692436,0.2195815054691701,-0.5742810660256563,-0.27050055439816256
2024-02-11,-0.5271339976737914,0.1764420945981801,0.2743594708528538,-0.5825568813244683,-0.22814395571695845
2024-02-12,-0.5521800683198914,0.17170749233380547,0.33096220915063146,-0.593993887371043,-0.19172751374561783
2024-02-13,-0.5885138804682342,0.11416182951207283,0.3650338596800546,-0.62151111629187,-0.18485560706448906
